sentiment,message,tweetid
1,"RT @Evieeloves: WE DON$q$T CARE ABOUT YOUR EMAILS OR TAXES WE CARE ABOUT OUR FUTURE! EDUCATION, JOBS, GLOBAL WARMING ETC. #debatenight",780600490107150336
2,RT @YarmolukDan: Big data might be the missing puzzle piece in understanding climate change https://t.co/vyZceELlVk #BigData #DataScience #â€¦,956670840984260608
0,"What an idiot, climate change to ask…",922963467874824192
2,"China leading the way, while American climate change deniers sit in the White House. https://t.co/TYsvKzmdYq",837186355100856320
1,RT @_sawnteeago_: What is wrong with this guy? A true politician wouldn$q$t say something as ignorant as this. https://t.co/IWNQdM9FJX,622280904589733889
1,"@realdonaldtrump U &amp; your phony leaders R bad 
Hurricane victims should B Trump's wakeup call on climate change @CNN https://t.co/WKf3VA5c4u",906981327060299778
1,RT @PattiHarris: Women mayors are on the frontline of progress in the fight against climate change. https://t.co/VyB6f4z1oq…,841769199164899328
0,RT @DenisMacShane: BBC says sorry for allowing Lord Lawson to lie about climate change on @BBCr4today . Will BBC apologise for allowi…,923124146564935680
0,@SunsaraTaylor @Llyw Have you studied the effects of flag burning on global warming ? Asking for a friend,804332959364972544
1,"RT @Mikel_Jollett: THIS is why it matters that you not give a voice to climate change deniers, @nytimes. https://t.co/Z1J8PUBF60",870798608194457600
1,RT @iansomerhalder: Worried a presidential candidate thinks climate change is a hoax? You should  #ProbablyVote  @paulwesley…,811051509760847872
2,Pope challenges UN to fight climate change - https://t.co/DXobMZ6WIR https://t.co/AYktowWvqO,798536988169293824
1,RT @EvaLongoria: $q$@sweetparadise93: So glad I got to hear @EvaLongoria speak about climate change and Latino issues at #FIU ... https://t.c…,708038952704462850
1,RT @existentialfish: i'm so old that i remember the last time that trump 'admitted' that climate change exists (before appointing climat…,801153293854666752
1,"RT @Darthcoal: fam global warming is so real. 

Lagos is so hot rn",842394476920332288
1,"RT @KamalaHarris: Record-breaking droughts + long periods of flooding = what’s at stake in CA if we don't act on climate change. 
https://t…",840244159852163073
-1,New hero.  https://t.co/oobsIFP0oU,743502328511225856
-1,"@AMike4761 Green energy, climate change &amp; common core are all about money!",876471846211899394
1,Antarctica is going to turn into water bc of global warming. The poor penguins and polar bears and other creatures that live there ��,844024476140539904
2,RT @TheEconomist: The ocean is planet's lifeblood. But it's being transformed by climate change https://t.co/CSsjVNBjUk,835273931586162688
1,RT @NiliMajumder: BREAKING:Syria signs #ParisAgreement -leaving US only country in the world 2 refuse climate change deal https://t.co/s8wt…,927935078205919235
-1,RT @ScottAdamsSays: Show this article to a climate change worrier and watch the cognitive dissonance happen. It will be fun. (Seriously…,816243518800883712
1,@Una_May_Barker @webster_neal @LKrauss1 people dont accept the fact of global warming because they are uninformed/biased,826501658406449152
2,RT @solomongrundy6: Trump says ‘nobody really knows’ if climate change is real https://t.co/UTombh6ejK @ChuckNellis @Sfalumberjack21 @Hope0…,808135709240348672
-1,@Met_mdclark @SteveGy68 Fodder for the arctic climate change alarmists?,815547621637050368
1,"RT @ezraklein: This, on how states and cities are forming a quasi-government around climate change, is fascinating: https://t.co/WtC7ooIpNt",881254798628069376
1,@RogueNASA Mickey Mouse would be more qualified. Jim Bridenstine doesn't believe in science or climate change.,903808142429093888
2,"RT @CBCSunday: Trump's position on climate change could be his biggest threat to global security, warns @ProfPRogers: https://t.co/Ma7J1OFwÃ¢â‚¬Â¦",797867179593048065
1,RT @ClimateCentral: A new wave of state bills could allow public schools to teach lies about climate change https://t.co/7CJ6jAsUQR via…,858143862803398656
2,‘Dark future’ IMF boss warns Earth will ‘toasted and roasted’ due to climate change https://t.co/quykSIyGBB,924028933623951361
0,"RT @StandingDarrell: ðŸ‡ºðŸ‡¸ #EnvironmentalRacePimps
â€œWe see climate change as a civil rights issue,â€ Jacqueline Patterson, head of the NAACPâ€™sâ€¦",958856502214668288
2,Suck it up: Carbon capture technologies may be able to remedy climate change http://t.co/gKg3sieTy7,621477627132428288
-1,if climate change is real why am i so FUCKING cold right now,815496745434025985
1,"RT @lola_patty: No, we didnâ€™t start using â€˜climate changeâ€™ because warming stopped
https://t.co/YjDuX7mAdf",956755648674279424
0,[News] WTF – Black Lives Matter UK shuts down Airport to protest racist climate change? https://t.co/j40lYPyR8a,779325405954134016
0,I wonder if Jon's IG post is sarcasm or if he really thinks that is how global warming works... I kinda want to comment and ask 🤔😂,823992639250776064
2,RT @MotherJones: Cable news spent less than an hour covering climate change in 2016 https://t.co/47BO4go9j2,846109880297631746
1,RT @IndyVoices: Donald Trump isnÃ¢â‚¬â„¢t scrapping climate change laws to help the working man. HeÃ¢â‚¬â„¢s doing it for the corporate oil lobby https:/Ã¢â‚¬Â¦,796693693902295041
2,RT @guardiannews: Lloyd's of London to divest from coal over climate change https://t.co/gpX5u0RCVH,953540186100596739
1,"janeosanders: RT NatGeoChannel: .BillNye boils down the basic facts surrounding climate change in 60 seconds:
https://t.co/EYa41tIfJC",767372977482661889
0,RT @badstoryvicky: Ya your nudes are nice but what are your views on climate change,851426809321279488
1,"RT @HillaryClinton: They may be arguing, but they agree on so much: denying climate change, repealing Obamacare, and cutting taxes for the …",687852191537836034
1,That time in 1959 when Edward Teller warned oil execs about climate change to their facesâ€¦ https://t.co/QJ4k4NEnfY,948592290704121856
0,From 2.30 we'll be live tweeting from the @scotparl debate on Scotland's climate change plan @sccscot #scotclimate,842374524620398593
0,Rain in January. Climate change or God tryna cool the hot economy?$q$,689353013220270080
2,Can biochar make climate change a profitable business opportunity? https://t.co/5OHjj1JkRL via @ecobusinesscom,841185717795594241
1,"God, nothing makes me question representative democracy like the lack of action on climate change. This is fucking urgent people!!!",799325794510245892
1,RT @CheHanson: We're about to have a president who said global warming is a hoax created by the Chinese.......,796224805385236480
2,"In rare move, China criticizes Trump plan to exit climate change pact - CNBC https://t.co/DRCIc40QPE",793402758770614272
1,RT Why Addressing Climate Change Is Not Enough  https://t.co/d4e4iXOGVW,680498982079037440
1,RT Carolyn Proctor: Biggest US coal company funded dozens of groups questioning climate change … https://t.co/Hw5fqDOKl4,743789557578084352
1,RT @davidsirota: False equivalence is a newspaper hiring a climate change denier in the name of manufacturing an artificial image of…,858075360432459776
1,RT @thetommyburns: So we're actually close to electing a dude who doesn't believe in global warming?? Like as if its an opinion or something,796213904011620352
1,"Good news everyone! If we let climate change runs its course, we're only 'completely' screwed, not 'completely andâ€¦ https://t.co/8nO3WuxjSq",961464635462361088
1,"RT @ahlahni: person: 'omg the great barrier reef &amp; bees tho! climate change needs to be stopped!'

same person: *still eats meat* https://t…",893725358901612544
2,RT @ScienceNews: CO₂ released from warming soils could make climate change even worse than thought. https://t.co/47ZqWnWlWa,840919663055888384
1,"RT @tourejansari: Bolivia$q$s second-largest lake dries up and may be gone forever, lost to climate change: As Andean glaciers dis... https:/…",690359056708534273
2,RT @BoingBoing: Scott Walker's Wisconsin continues to scrub its websites of climate change mentions https://t.co/C7bSQYXbva https://t.co/pZ…,815552771302813698
-1,@ElizabethArron @DaveSalvi @nytimes He should have said Thanks Obama for wasting our money on climate change. https://t.co/UorCjS6GpO,953999206141882369
0,Alberta government cool on controversial climate change speaker https://t.co/jgxCXJM9RF,953236795902320640
0,Since this weather hit I haven't heard a damn thing about global warming🐸☕️,810678638425309184
1,"Did you know: Illinois farmland, crop yields, and food production are at risk if we don't act on climate change?… https://t.co/5nd85cb9CI",935291348588130304
1,"RT @RollFwdEnviro: Economy continues to grow, but you WON'T BELIEVE the impact on global warming pollution...for THIRD STRAIGHT YEAR!!…",844223823322988545
1,"RT @CubaSolidarity: â€œCuba is an unusual country in that they actually respect their scientists, and their climate change policy is scienceâ€¦",955293200947740672
-1,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,857061616608845825
1,RT @SenSanders: We cannot continue to build more and more pipelines. Mr. Trump needs to wake up to the reality of climate change. https://t…,830174072021454849
0,Pengen gak tenggelem -&gt; stop global warming. Itu es2 kutub jangan dibiarin cair. Itu hutan jgn jd lahan sawit. #random,778265909328654336
0,@weabtrash climate change https://t.co/uw3IeoZxmo,911583589996867584
1,RT @SCC_Ireland: Important response from @campaignforleo on Ireland's performance on climate change in European Parliament today #EPlenary-â€¦,958052771248332800
2,Sciencemag: Dems think #HR3293 is a 'political litmus test' for funding social science &amp; #climate change research https://t.co/k0C3wcr1yp,831207475361648640
2,RT @JavierBlas2: ExxonMobil publishes its first report assessing the impact of climate change on its business â€” via @CrowleyKev #OOTT $XOMâ€¦,958789625614667776
0,RT @ready4thejelly: global warming is that u? https://t.co/Q7ehWT2Kh3,953523003006046208
2,RT @Citi973: .@Okyeamekwame unveiled as UN ambassador for climate change | More here: https://t.co/qQG1XFFzVA #CitiCBS,954564241985388545
0,RT @TROPICALTAEGI: red velvet caused global warming in pakistan because of bad boy,955072004314583041
2,RT @daniellemcxs: COP21: M$q$#sia to push for climate change agreement at Paris... https://t.co/967IelWapQ,673980081820200960
1,RT @Kathleen_Wynne: Insurance companies are saying our weather is getting more extreme due to climate change. And weâ€™re paying a price. Thiâ€¦,953727245922848769
0,"RT @ericgarland: How am I so confident of that? 

I'm a strategic intel analyst. Ten years ago, I was running scenarios on global warming f…",903776151876853760
-1,"It is way to hot today, that doesn't mean man made global warming is going to kill us, it just means that I live in a state with hot weather",840696059282182144
1,ok https://t.co/nfM68szg47,782632972767924224
1,So we do our own thing. We will be the generation that provides the most jobs while also being aware of the wealth gap and climate change,793892778975428608
1,I just joined @NatGeoChannel @21CF in combating climate change. Take action #BeforeTheFlood https://t.co/WHdOwIvo9X,795203955475161088
1,"RT @Vegalteno: Instead of funding 4 Meals on Wheels, breast cancer research or climate change actions, liar @realDonaldTrump will spend $4b…",842688790405767169
1,RT @emorwee: In which I casually speculate that Steve Bannon knows climate change will cause chaos and that's sorta what he wants https://t…,839613050437177344
0,"RT @AnnaKimbro: savor ur cold ones while u can, climate change is gonna have u cracking a lukewarm one w the boys lmao",872186718920728576
0,"RT @jennandoah: Sir, what is your opinion on climate change?

AAAAAAAAAAAAAAAAAAAAH https://t.co/TYb6jXBz6O",960070550856093696
2,RT @ClimateChange36: New Study Shows How Climate Change Is Already Reshaping The Earth - ThinkProgress http://t.co/VOfJQb7mlp,639471053983588352
1,@metoffice Surely this is evidence of climate change and not something to celebrate?,806555505980276737
1,"RT @krisnair_: With all the global warming and climate change, how can this be a white Christmas ?!",815893787876597761
1,@stevedischiavi Climate change is whatâ€™s happening. Unless you choose to take Trumps word that climate change is aâ€¦ https://t.co/HqEiZF8gGl,958897642087636997
0,Let's take a look at how some of Washington state's reps feel about climate change: https://t.co/iYu3SndQAG https://t.co/iaCGV7vhbr,798297237986025472
1,RT @democracynow: 'To turn the sacred place where life begins into an oil field at a time of extreme global climate change… and in th…,937139029149020160
1,Ship made a voyage that would not have happened without global warming https://t.co/iEXaIoNZpc https://t.co/evqeEDF3cV,794166554615115781
1,#forest #bc #carbon #CarbonSink #pinebeetle https://t.co/vH06PJarp2,722910423901540353
-1,@BrianBeckner @romsho Using my #PMA towards this supposed libtard idea called global warming.,953141876516794369
2,"RT @ClimateDepot: Nobel Prize winning scientist declares global warming â€˜fake newsâ€™: â€˜I agree with Pres. Trump, absolutelyâ€™ https://t.co/R1â€¦",953358824324390912
1,RT @RenewEnergy_RR: EPA’s Climate Change Plan Could Save States Money On Energy Bills http://t.co/XvnWIeZteP http://t.co/OuAbO51D38,624914171507908608
2,"Canada, Japan said blocking G7 push on climate change - Toronto Star http://t.co/Bg1UTkZkP3",607917844567834625
1,"RT @monu19112311: $q$@subodhverma539: Drivemillions of plant 🌿 for global warming throughout the year 
 st @Gurmeetramrahim g 
#MSGBlessedByG…",619407530813304832
1,@MYV_CREW_ How do you feel? when you get directly into climate change from 13°C of Taipei to 33°C of Thailand within 4 hrs 😂,836138067652046849
1,This is the type of thinking I want to see!! https://t.co/oEBe65g9UM,644207357657001984
1,@judgment_al A million bottles a minute: world's plastic binge 'as dangerous as climate change' https://t.co/SoPiaSlwFh,956975747603845123
2,RT @michaelhallida4: BREAKING SOON - Malcolm Roberts accuses Judge of conspiring with the climate change lobby and NASA to discredit him. ��…,910695483722498048
1,A beautiful writer and a light guiding the fight against climate change. May flights of angels sing him to his rest. https://t.co/8uGXbCzTtY,909844932818620416
-1,@EPP @ArielBrunner Isn't climate change just a scam to make the poor pay more taxes?,883237969682935809
-1,"@TheEconomist Oooohhhh... Feel the Bern, @BernieSanders 😎 He lost me at climate change being our biggest national security threat.",654400281812332544
1,Acting on climate change is Africa’s opportunity https://t.co/Q4MXxgpnpP,893407170414485504
1,"Invasive species, population &amp; climate change are present maj. challenges to #StateoftheEnvironment @JoshFrydenberg  https://t.co/x6sEMPUo2z",839960270529265664
0,RT @FerConfe: El calentamiento global está reorganizado las nubes en el Planeta. https://t.co/XeztVmBhnF,755209010802987009
0,@cvpayne @dblozik that was the whole point of climate change why not take funds from Hollywood they make plenty and support it,675856607264116736
1,Nicely said: 'Financiers are not philanthropists. But (...) allies in the fight against climate change' [in French] https://t.co/5yPUhCdEWW,793149247730356224
1,"RT @krassenstein: Only 33% of Republican voters blame humans as main cause of climate change.

The problem with this, is that it's 10…",936754678682882048
1,RT @SustDev: We need a healthy ocean to fight climate change! Register your commitments to #SaveOurOcean https://t.co/bnyOFek3IL https://t…,869532665250279425
0,@BillNye Are you still sure global warming is causing California drought?,820465037693382656
0,"RT @InvestWatchBlog: Trump killed Obamas, Merkel &amp; China's global climate change initiative today. ( The Paris Act) - https://t.co/POwlb1n6…",844168332530110466
0,What ?! No climate change? No global warming/cooling?!,957349910294290437
0,We'll flood the world with our tears and cause the worldwide flood before global warming and melting glacier does tbh,904728346923118592
0,"RT @LOHANTHONY: chipotle is officially free of e. coli and suddenly i am free of all negative emotions, global warming doesn$q$t exist, and i…",694665866944892928
1,"Before the Flood - National Geographic - Join Leonardo DiCaprio as he explores the topic of climate change.
https://t.co/s4srIqRO2i",793244890079657985
2,"Nobel Prize-winning scientist declares global warming 'fake news': 'I agree with Pres. Trump, absolutely' https://t.co/znaZLFVdoK",953428356938203136
1,Pity about the lies that have been told by @DailyMailUK on climate change. https://t.co/tbGe39HrM1,953373473891532800
1,"@TheEconomist 
According to 'scientist'Trump climate change is BS &amp; for that he'll skip the Climate agreement as soon as possible. 
Crooked",797759927687278592
-1,"$q$Our biggest national security threat is climate change, and Islam is a religion of peace$q$

Liberalism is a mental disorder",733336945875681280
1,"RT @SciForbes: The first climate model turns 50, and predicted global warming almost perfectly: https://t.co/5OxrL2Cnr8 https://t.co/QijWyd…",842472610369789953
2,"RT @climatehawk1: Australian health fund HCF divests from fossil fuels, saying #climate change harms health | @Guardian… ",830346304983216128
1,"RT @klstuble: Our paper on #PriorityEffects and implications for climate change and #restoration is online early at @ESAEcology
https://t.c…",843813423410528256
2,RT @ReutersScience: EPA cancels appearance by scientists at climate change conference https://t.co/F2mqAEubU3 https://t.co/DaVOBlbKQN,922306414726565888
1,RT @annie_glerum: Did I just get transported into a George Orwell novel?! -DNR purges climate change from web page https://t.co/V4RhnLrooq,814339792351723520
0,#Paranormal Why Is Climate Change Theory So Hard to Understand?: Honest Question -       Why is the science be... http://t.co/Lidkky4NUn,596744432931606528
-1,"RT @BasedElizabeth: Liberals are more worried about Islamaphobia (which they invented, kind of like global warming) than they are about…",855177800617275392
1,"If govt dont start action then see our youth reaction on climate change
@PMOIndia",795678199355097088
2,RT @jilevin: It’s about climate: S-Town gets serious about the personal ramifications of climate change https://t.co/11E8h9zzpw https://t.c…,851868633206853632
1,maldives~ it's really pretty but also sinking :(( darn climate change #TeamVIXX #SoompiAwards #TwitterBestFandom https://t.co/cUXBmTlija,955801047376842752
1,"RT @7piliers: FAQ on climate change and disaster displacement; it is not a future hypothetical Ã¢â‚¬â€œ itÃ¢â‚¬â„¢s a current reality; @Refugees
https://Ã¢â‚¬Â¦",797745757067546624
1,RT @_ort1z: If you don't believe in global warming then look at WNY's weather this year and explain that shit to me,850373316519002112
2,#Europe: Paris climate change agreement comes into effect https://t.co/EI4vqxdxBr,794568838700552192
1,"Justin Trudeau: We need to build pipelines to stop climate change!

BC NDP: Don't treat us like moronic children. Tâ€¦ https://t.co/ij5KpmZzM9",960241777465856000
2,Scott Pruitt’s office deluged with angry callers after he questions the science of global warming https://t.co/6sR48wg6e4,840623550507679744
1,"RT @CraigAWelch: Thawing tundra releases CO2 and methane, making climate change worse.
But, it turns out, permafrost also holds mercury, thâ€¦",960516492222713857
1,"RT @jaketapper: Trump picks EPA critic, climate change denier, to head EPA: https://t.co/AtfzxIXjFK @Rene_MarshCNN reports on #TheLead",807006144073961472
0,@ceejayonlyne @TheKemi_Y Yet all the world is screaming is global warming.. like what global warming?,955657644982841345
1,RT @NaomiOreskes: Bob Inglis: Unmasking the deceit over climate change - Greenville Journal https://t.co/IlpLll6321,834099417716187136
0,"RT @FiveThirtyEight: Yes, Trump did call climate change a hoax perpetrated by the Chinese. You did not imagine that. https://t.co/sIfeFZ0t1m",780580414037516290
1,WHO THE FUCK VOTED FOR THIS MAN he thought global warming was a hoax created by the chinese and hE IS THE NEW PRESIDENT DOES NOTHING MATTER?,796272947837206532
1,"The nature is crying and there is a big climate change, but it seems many ignore the fact. Mud slide in #Californiaâ€¦ https://t.co/xSvcygisYt",953745863423283203
1,RT @StephenARhodes: Opinion | Harvey should be the turning point in fighting climate change https://t.co/Z2YEM4u3FO,902844109567791104
-1,RT @BadBlueNews: Millions spent to sell evangelicals on $q$climate change$q$ http://t.co/MYXjEkEvgl,612790470867968000
2,RT @TheNewSchool: Parsons student @FinnHarries shares new short film on climate change with @Guardian https://t.co/GJMuaLpTFp https://t.co/…,690322121877098496
2,"RT @CBSNews: To help fight climate change, about 1.5 million people in India plant potentially record-breaking number of trees…",882707489405456384
2,News: Homeless in Vancouver: U.K. may replace trees lost to climate change with GMO ... - Straight.c https://t.co/b1tX7TBPLU,662829474912690176
1,"RT @kylegriffin1: *Another* email issue in Trump's cabinet—Tillerson used an alias email at Exxon to discuss climate change, per NY AG http…",841477874582454272
1,Who gains from funding the climate change denial movement? - Quora https://t.co/Ypdf6IdLaX,954097188862296064
2,"RT @santosh3nepal: New paper on 'Impacts of climate change on the hydrological regime of the Koshi river'
https://t.co/oCGW1vQg5h https://t…",809331274389274625
1,@joanbehnke unfortunately there is plenty of evidence that global warming is real &amp; that we aren't doing enough about it,829908101595701248
1,RT @spincities: Spin is proud to stand with others fighting climate change &amp; proud to help cities replace cars with bikes.…,873280257998163973
1,"meanwhile, climate change https://t.co/MmCMZQvBlM",802716463761006592
2,SpaceX will launch a satellite for NASA to monitor climate change in 2021 https://t.co/oajivdbsNt https://t.co/3wK4sBXUdL,801914105833680897
1,@LetsBCompassion @jennythefriend @JordanSchroll Burning fossil fuels is the number 1 cause of climate change. Not a… https://t.co/nVkiyGWdWh,859304931659927552
0,"RT @MarkSimoneNY: Turns out NYC Mayor is hypocritical about climate change, what a shock: https://t.co/DummgcuSAa",872130956894851072
2,RT @globalnews: PM @JustinTrudeau: $q$There$q$s no hiding from climate change. It is everywhere.$q$ #cdnpoli  https://t.co/T3mQCIJTu2,782986786624548864
1,@rushlimbaugh time out. You said Hurricane Irma was a hoax made up by the climate change people. So then why are you leaving Fl?,906193796513361921
1,"5/ transnational oil companies vs. climate change activists
6/world leadership in the balance
7/corporations vying with nation states",805674992750841856
2,RT @guardianeco: Rebellious Shell shareholders to vote for new climate change goals https://t.co/INjrShk6Kv,866282120330829824
1,"RT @SenFeinstein: (1/3) The president may think it’s a hoax, but millions of Americans are already feeling the effects of climate change. #…",846855621857062912
2,U.S. companies get ready for climate change. Cities fall far short https://t.co/8L8n9gKCtJ https://t.co/Y5PqRpkaOS,927204796666404864
2,"RT @OMAHAGEMGIRL: Biden urges Canada to fight climate change despite Trump

https://t.co/dkivX59Nta",807397381654257665
1,"RT @theprospect: Hurricane Harvey was driven by climate change, but Trump won't see it that way writes @gurleygg https://t.co/1tsJl4RpXh",902608312608243712
2,"Late Pleistocene-Holocene vegetation and climate change in the Middle Kalahari, Lake Ngami, Botswana
https://t.co/cAvWNIgbXE @scott_louis",891582598765584384
1,RT @TurnLeft2016: Dr Karl to debate Malcolm Roberts on climate change - bc the opinion of a 5 minute senator need to be give the same weighÃ¢â‚¬Â¦,796633695197286400
2,Philippines' Duterte signs Paris pact on climate change https://t.co/Cl5ExjSxw0,837159195770179586
1,RT @LeslieMaggie: Because ignorance is bliss when it comes to climate change and you have a vested interest. #cdnpoli https://t.co/WduJlR8Ã¢â‚¬Â¦,794518166026276864
1,".@JSHeappey Congrats on being elected. Please don't let the DUP call the shots on abortion, gay rights or climate change. #DUPdeal",873991722979790850
0,Finally the year we don't have to make up snow days and global warming decides to be real,840175565911003136
0,@SethMacFarlane what's your opinion on animal agriculture in links to global warming???,806387473261690880
-1,@Mombity @thehill And the left buys into global warming but reject science at every other turn.,954728494218579969
1,RT @simon_reeve: Time to #showthelove &amp; protect wildlife &amp; environment from climate change! @TheCCoalition https://t.co/098MY9KyoZ https://…,831846006270619648
1,RT @MarkRuffalo: NY Attorney General uncovers email alias used by Rex Tillerson to discuss climate change at Exxon #ExxonKnew https://t.co…,841708832388718597
2,RT @thehill: Trump admin tells EPA to take down its climate change webpage: report https://t.co/aBtTwWmD7K https://t.co/6CFN8Ga0dD,824127249721028613
0,@EricVespe I blame global warming.,956712708145078273
2,RT @Gizmodo: We're finally going to learn how much Exxon knew about climate change https://t.co/KMum8qmRPf https://t.co/SzORKaDgKg,819678428861497344
0,Where can I get a shirt that says 'global warming melted all the ice cubes in my 'not your fathers root beer''???,891370431759962114
1,"RT @jeremycorbyn: . @theresa_may, for the future of the planet, you must remind @realDonaldTrump that climate change is real &amp; not a hoax i…",824620842529198080
1,RT @happyjulieis: How is climate change left or right wing? Science is science and facts are facts #qanda,843786090880294916
1,"RT @Gatorau: The time of the babyboomers has to end. We need renewables, have to accept climate change, end negative gearing. So… ",830676423178215424
2,Plants appear to be trying to rescue us from climate change https://t.co/wXJkO330zi,800263058719440896
-1,RT @hrkbenowen: Bill Nye blows gasket when a real scientist schools him on facts about ‘climate change’ https://t.co/4j17ukmD7w,855979228075925504
1,"As a result of global warming, #PolarBears are being forced to #explore human-populated regions for food. 

Becauseâ€¦ https://t.co/sXNPNsAEeJ",959713676478599173
0,"My grandson n I have a global warming bet that, even tho it'll be 70+ all next week, we'll still have one more freezing spell by mid April.",840257485978062848
0,@naaalaaxo Did u ever have the ppl who came to ur school and gave lectures about climate change &amp; earth? I paid attention lmao,906039340869890049
2,RT @hfairfield: Spring weather arrived more than 3 weeks earlier than usual in some places. New research pins it on climate change.…,839704137398956033
0,Bad storms turn every flood-tossed Briton into an overnight expert on global warming #business #startup #success #motivation,841952332996829184
1,"Antarctic volcanic ecosystems are in danger of extinction due to climate change, which will make terraforming coldâ€¦ https://t.co/MXMXmnkAm2",953850414822195200
1,RT @MissEllieMae: There is no technological impediment to stopping climate change. It's an issue of political will and the power of the fos…,862284253207375874
1,RT @NRDC: It looks an awful lot like the Trump administration is censoring scientists who research—and discuss—climate change. https://t.co…,924422356545744898
1,"RT @CaplanComms: “If there is ever a challenge where the U.S. can shine &amp; provide leadership, it is the challenge of #climate change.$q$
http…",627561973111132160
2,"RT @TheMurdochTimes: China to Trump: We didn't make up climate change. It's not a hoax. Reagan, Bush began global warming talks in 1980sÃ¢â‚¬Â¦",799017745027207168
1,RT @guardian: The COP23 climate change summit in Bonn and why it matters https://t.co/Z3sz0wJskM,927238413916561411
1,"RT @chrstphr_woody: First that sinister request for info on Energy Dept staffers who worked on climate change, now this. https://t.co/c8dar…",809936843030536193
2,EPA head Scott Pruitt denies that carbon dioxide causes global warming https://t.co/kY7njEZK5L,839927206503550976
2,"RT @1o5CleanEnergy: World has three years left to stop dangerous climate change, warn experts https://t.co/rnNFNQrQt2 #1o5C via @FoEScot",886542738329669633
1,RT @ActOnClimateVic: The Torres Strait is one of the most at risk places in Australia from rising sea levels caused by climate change... #Câ€¦,958781225870745601
1,The sea floor is sinking under the weight of climate change https://t.co/C5MEIzhzzc,954098945059377154
-1,"RT @KatiePavlich: They preach to us about open borders, gun control and climate change while living in gated communities with armed g… ",836411924229328898
2,"Rural, regional communities feeling the effects of climate change https://t.co/CqcgeMuafZ",821149415662493696
1,RT @Liberiangyal: Lmfao global warming is gonna kill us but these mimosas and day parties in February ain't gonna attend themselves.,834110227284946945
-1,"RT @chaamjamal: no evidence that climate change is related to fossil fuel emissions
https://t.co/pBElgzENT2
 https://t.co/tpGZ89tSB1",714003528956649472
1,RT @ClimateReality: Little Sophia and her polar bear friend are trying to save the world from climate change in an exciting new childrenâ€™sâ€¦,960385965784223744
1,"RT @SeanMcElwee: Everything is on the line in 2018. DACA, climate change, voter suppression and healthcare.

Turnout rate in 2014 by age:
1…",905141213581504514
1,RT @rabiasquared: And climate change has much to do with this. Pruitt is helping dig this grave. https://t.co/58dXCQ0wHW,840350468744331266
1,RT @hasbadar: The primary grounds for concern relate to the consequences these physical changes of climate change will have for societal deâ€¦,944155597926227968
2,China to develop Arctic shipping routes opened by global warming - BBC News https://t.co/KgpKz6Fp0r,955651256776732677
0,They asked me what my inspiration was- I told em global warming............😂🔥🌎❄️,810143619915149313
1,@dwnews @realDonaldTrump am sure global warming is not still happening Mr dumb even after all this occurrence,953128809011625984
0,"RT @PuffnPuffin: @OtagoGrad @UN long ago blatantly stated the truth about their purpose and that of climate change. 

#GlobalWarming…",879148575112015873
-1,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦",953298718056427520
1,"RT @SheMyTrashQueen: 'Michigan weather needs to make up its mind.'
Do something to reduce your impact when it comes to climate change, andâ€¦",954115408273068032
2,"RT @suzyji: Exxon knew of climate change in 1981, email says – but it funded deniers for 27 more years http://t.co/Np4wWWHYmZ",618905541784395777
0,"RT @prageru: What do scientists actually believe about climate change? #ParisAgreement
https://t.co/46dSJuTPmK",870868001750491138
2,thehill: Schwarzenegger launches project to help lawmakers challenge Trump on climate change … https://t.co/kCLfzUFxzq,893726301563092993
1,RT @Hannnuuuh: I cry for Mother Earth. The environment is going to die. Trump doesn't believe in global warming. He delegitimizes Her sicknÃ¢â‚¬Â¦,797229563323420672
-1,He can$q$t be serious  https://t.co/OSUsYUvVpZ,713194764783321088
1,RT @Connect4Climate: Cities are leading the way in the fight against climate change. Join @Sustainia for a chat on #Cities100 solutions:Ã¢â‚¬Â¦,798544930159415296
0,"fuck climate change ..make a deal, who is this idiot? does he pick up some cash?",877901380505051136
1,"Time and again, the petroleum industry has used its political might to stymie global action on climate change. Nowâ€¦ https://t.co/6zcrJrQkvE",943956873677504514
1,RT @MichaelEwing1: @OisinCoghlan @Env_Pillar #NED15 need to build in resilience to climate change. We are not decoupling growth from climat…,621642950574014464
0,RT @naturalretreat1: RT @NewScienceWrld Jill Pelto's watercolors illustrate the strange beauty of climate change https://t.co/B6KibkCUUg' hÃ¢â‚¬Â¦,797329773567639552
1,"RT @UNFCCC: This @NASA video of 135 Years of global warming is also a story of impending food shortages: https://t.co/HajFscsORi
https://t.…",692006467449307138
1,"@gobbledeegook @Vic_Rollison @GeorginaDowner I doubt they care as long as he trashes climate change response, pro choice policies etc",797007493331238912
-1,RT @tenhut62_rox: #Climatechangehoax #Maga Chicken Little SHEPARD SMITH-climate change is real to pull out puts us at odds w/world ..…,872531314485981188
0,"Hey if global warming is real, how come the police still has COLD cases, uh?",879063303565320192
2,"RT @Wine_Newz: The #Wine industry in #Europe could be in trouble due to global warming, researchers warn https://t.co/1LErjnPpMI",886738036020715520
1,"RT @Tom_Swetnam: This is a superb assessment of climate change denialism: Q&amp;A, episode 4 - Mountain Beltway https://t.co/Re555qRNxx",840648621808848898
